id,titulo,subtitular,categoria
070124nacional,acribillado en la morgue,lo ultiman mientras hacia los tramites para retirar el cuerpo de su hermano asesinado,Comunidades
070124guate,previene el acoso,policia municipal y guias ciudadanos aumentan la vigilancia en estaciones del transmetro y tubus,Comunidades
070124norte,lluvias danan 200 viviendas,aguaceros afectan vehiculos y pertenencias de vecinos,Comunidades
070124sur,comerciante se empotra en trailer,chofer de transporte de carga huye del lugar luego del hecho,Comunidades
070124oriente,paso irregular por socavon,agua pluvial hace agujero en ruta hacia chiquimula,Comunidades
070124occidente,por pago de bono 14 aumentan seguridad en las calles para evita robos y asaltos a cuentahabientes y transportistas,,Seguridad y Bienestar
070124centro,muere al chocar en la cuchilla,no logra ver vehiculo y ocasionan violenta colision,Comunidades
070224nacional,bebe estaba cerca del cadaver de su mama,bomberos rescatan ilesa a nina de 7 meses su madre fue decapitada,Comunidades
070224guate,mas de 30 anos en abandono,pobladores espera que con la construccion de plata de tratamiento y drenajes terminen los problemas de contaminacion y calles intransitables,Comunidades
070224norte,accidente deja un muerto y un herido,chofer de automovil ocasiona percance al intentar rebasar un trailer,Accidentes Viales
070224sur,asaltan el cementerio,autoridades advierten de posibles robos e indican que instalaran centro de monitoreo,Crimenes
070224oriente,choca contra auto que rebasaba,bomberos que pasaban por el km 139 encontraron cuerpo de joven,Comunidades
070224occidente,construyen 17 locales sin permiso municipal,autoridades ediles investigan quien autorizo la edificacion de esos comercios,Comunidades
070224centro,caen en hondonanada de cien metros,rescate de madre e hijos duro una hora y 45 minutos,Comunidades
070324nacional,alerta maxima por huracan,impactaria manana como tormenta tropical con posibles danos en hue huetenango quiche alta verapaz peten zacapa chiquimula el progreso y jalapa,Desastres Naturales
070324guate,obra esta paralizada,cinco meses han pasado desde que se publico la licitacion para la construccion de paso a desnivel en el kilometro 14.5,Comunidades
070324norte,en alerta por ingreso de tormenta,autoridades recomiendan no cruzar rios y estar atentos a evacuaciones,Desastres Naturales
070324sur,bombero muere bajo un trailer,francisco perez fallecio cuando buscaba un repuesto para la ambulancia,Comunidades
070324oriente,via en mal estado afecta a 500 familias,vecinos de cinco comunidades deben caminar entre el lodo,Comunidades
070324occidente,dos hundimientos afectan a huehuetecos,aparece un socavon en tojocaz salida a la mesilla y otro en el ingreso desde xela por chimusinque,Comunidades
070324centro,dos muertos en 12 horas,accidentes dejan a un hombre y una mujer fallecidos en los kilometros 80.5 y 83,Accidentes y Tragedias
070424nacional,mas de 3 mil ninos desaparecidos,cifras de este ano indican que menores se enfrentan a problemas familiares maltrato reclutamiento de pandillas y migracion ilegal,Comunidades
070424guate,choque de traileres en la villalobos,percance genera mas de 5 kilometros de cola para ingresas a la ciudad,Accidentes Viales
070424norte,tres derrumbes en rutas principales,piden precaucion a conductores por caida de piedras en carreteras de la region,Accidentes Viales
070424sur,esperaron 15 anos por mejoras,los vecinos de la colonia el esfuerzo tendran mejores caminos y libres de inundaciones,Comunidades
070424oriente,aguacero afecta 4 comunidades,crecida del rio san pedro destruye paso peatonal,Comunidades
070424occidente,hallan cadavez en vivienda,malos olores alertan a inquilinos de cuarto en alquiler en zona 8,Comunidades
070424centro,tres mueren por intoxicacion,hospital atiende a 54 personas que ingirieron alimentos en velorio en villa hortencia 2 san juan cotzal,Educacion y Salud Comunitaria
070524nacional,en la zona 1 es donde mas jovenes desaparecen,estadisticas revelan que este ano se han reportado 163 casos en esta area,Comunidades
070524guate,llamas consumen restaurantes,instalaciones estaban en remodelacion trabajadores fueron evacuados,Comunidades
070524norte,tres aldeas en riesgo por inundaciones,autoridades monitorean cayuga tenedores darmouth,Comunidades
070524sur,peligro por descenso de lahares,autoridades en alerta por desbordamiento de rios y por la caida de lava de volcan de fuego,Riesgos y Emergencias
070524oriente,5 aldeas se favorecen con centro de salud,abre sus puertas y comienza a atender a la poblacion,Seguridad y Bienestar
070524occidente,lider comunitario muere en accidente,iba para su casa pero fue atropellado por un vehiculo pesado,Accidentes y Tragedias
070524centro,instalan feria en dos parques municipales,comerciantes comienzan a llegar por celebracion a santiago apostol,Comunidades
070624nacional,cada dia maltran a 37 a̱os,es el segundo delito mas denunciado y la mayoria de casos ocurren en el departamento de guatemala,Crimenes
070724nacional,los mas buscados en guatemala,la pnc ofrece hasta q50 mil de recompensa a quien de informacion que lleve a la captura de se̱alados de feminicidios asesinatos trafico de drogas y otros,Criminalidad y Violencia
070824nacional,suben hasta cuadro veces su precio,guatemaltecos han pagado hasta q10 por una libra de tomate y q10 por un agucate lluvias y especulacion aumetan valor en canasta basica,Comunidades
070824guate,parque atrae turismo,desde hace 20 a̱os la fundacion teoxche la trabaja en la preservacion y recuperacion del cerrito del carmen,Comunidades
070824norte,verdura sube de costo hasta q5,debido a las intensas lluvias lengumbres se da̱aron agricultores preven que siga el incremento,Comunidades
070824sur,impactan en carro,dos hombres se dirigian a san antonio cuando vehiculo que iba delante de ellos frena repentinamente,Comunidades
070824oriente,lo asaltan y le disparan,victima se dirigia al caserio el chilar junto a su esposa y sus tres hijos,Comunidades
070824occidente,hacen operativos combinados,policia y ejercito salen a las calles ante presencia de supuestos pandilleros,Comunidades
070824centro,celebran 25 a̱os de consagracion,patriarca san jose hace recorrido de seis horas por el centro historico,Comunidades
070924nacional,van 36 taxista asesinados,en el ultimo caso sicario se hace pasar por pasajero y lo mata le exigian pago de extorsion,Criminalidad y Violencia
070924guate,mercado esta deteriorado,laminas estan podridas y el lugar carece de pasillos anchos para pasar entre otras dificultades,Comunidades
070924norte,cae lider de banda de saqueadores,por captado por camara de videovigilancia,Comunidades
070924sur,asaltaban en la zona 6,les incautaron armas y drogas y presuntos delicuentes,Comunidades
070924oriente,reparticiones invitaciones para su boda,la novia muere tras el ataque armado y el novio queda herido,Accidentes y Tragedias
070924occidente,lluvia socava calle principal,la ruta conecta a vecinos de otros municipios,Comunidades
070924centro,obra tiene tres a̱os de atraso,trabajos de mejoramiento comenzaron en 2021 y avance es por 60 por ciento,Comunidades
071024nacional,toneladas de tierra sepultan a dos ni̱as,estrelllita y yajaira veladas en donde estudiaban no pudieron salir luego que un derrumbe cayera sobre su vivienda,Riesgos y Emergencias
071024guate,piden declarar alerta roja,desborde de los rios plantanitos y villalobos por las lluvias pone en peligro cientos de personas en san miguel petapa villa canales y villa nueva,Riesgos y Emergencias
071024norte,se desploma parte de l a carretera,paso es complicado debido a da̱os ocasionados por la lluvia en la ruta al sur de salama,Accidentes Viales
071024sur,lo matan en los ca̱averales,creen asesinato del yeguita fue por ajuste de cuentas,Criminalidad y Violencia
071024oriente,32 km de carretera con baches,camino comunica entre gualan y la union y no ha sido remozado desde 2023,Accidentes Viales
071024occidente,pedian q550 a cambio de plazas,personeros del hro identifican a 2 personas que exigian dinero a cambio de un puesto,Comunidades
071024centro,llevan tres meses sin tener pnc,vecinos se̱alan que asaltos aumentan en el centro y las mujeres son las mas afectadas,Comunidades
071124nacional,grietas y socavamientos en la rn 14,las lluvias y la alta carga vehicular han hecho que la ruta alterna al sur tambien presente problemas,Comunidades
071124guate,pugna por proyecto,comunitarios inician trabajos de pavimentacion pese a que la municipalidad no cedio el terreno para hacerlo,Comunidades
071124norte,iban a rezo de nueve dias,una fallecida y dos heridos al ser arrolados por trailer,Accidentes y Tragedias
071124sur,arrastrado por el rio ocosito,brigada de rescate de la cruz roja sigue en l abusqueda de anda vasquez quien salio hace cinco dias de su casa en aldea la blanquita,Comunidades
071124oriente,dejan amarrada a contadora,desconocidos raptan a mujer 17 horas despues familiares la encuentran en una carretera,Accidentes Viales
071124occidente,detienen a chofer tras muerte de joven,percaance ocurrio en autopista los altos,Comunidades
071124centro,roban q65 mil en productos,ladrones cortan candados y vacian local,Comunidades
071224nacional,localizan aeronave y a sus tripulantes,el rescate se dio en las faldas del volcan de agua los cadaveres fueron traidos en helicoptero,Comunidades
071224guate,responden a denuncia,personal de covial trabaja en hundimiento en el kilometro 14.5 el cual se habria fomrado por las lluvias intensas,Comunidades
071224norte,extorsion a choferes,servicio a pasajeros entre la region y la capital es irregular tras ataque a bus,Comunidades
071224sur,flotaba en el rio san cristobal,william adan chacon osorio habria resbalado y caido afluente,Comunidades
071224oriente,se duerme al volante,el comerciante aroldo roel padilla impacta contra un automovil,Comunidades
071224occidente,tres ataques con arma blanca en la terminal,casos se dieron en junio por ri̱as,Comunidades
071224centro,llevan cuatro dias sin agua,servicio de distribucion es irregular para 300 familias de las zonas 3 y 4,Comunidades
071324nacional,caen extorsionistas,se hacian pasar por pandilleros y exigian el cobro a una empresa de alimentos en dos a̱os de afienzas de unos q700 mil,Comunidades
071424nacional,trump sobrevive a disparos,expresidente pronunciaba discurso en acto de campa̱a y resulta herido dos personas mueren entre ellas el supuesto atacante,Accidentes y Tragedias
071524nacional,bicampeones,messi lidera la segunda corona al hilo de argentina de copa america,Comunidades
071524guate,fortalecen capacidad de planificacion,integrantes de direcciones municipales participan en taller impartido por segeplan,Deporte
071524norte,iba a visitar a sus padres,joven muere al ser embestido por camionetilla en la ruta a rio dulce,Comunidades
071524sur,42 familias quedan aisladas,lluvias causan colapso del puente peatonal de la aldea la selva,Proyectos de Infraestructura
071524oriente,procesion reune a 4 mil devotos,catolicos conmemoran 500 a̱os de evangelizacion,Comunidades
071524occidente,nueva princesa chnabjul,miriam jeronomo de santa eulalia conquista la corona,Comunidades
071524centro,sepultan a amigos,vehiculo en el viajaban abraham cuyuch y nelson garcia cae en barranco de 200 metros,Comunidades
071624nacional,mata a supuesto violador,hombre asesina al presunto resopnsable de abusar de su nieta cuando tenia 8 a̱os,Comunidades
071624guate,seis asaltos a la semana,usuarios del transporte publico son victimas de bandas de delicentes que operan desde el frutal hasta el trebol,Comunidades
