061722guate,filas interminables,el transito se incremento en san miguel petapa tras el hundimiento ocurrido en el km 15 de la ruta al pacifico,Comunidades,
061822nacional,pesadilla en villa nueva,pobladores que viven cerca del hundimiento estan con temor de que ocurra una tragedia mayor algunos hablan de vender sus propiedades y negocios,Riesgos y Emergencias,
061822occidente,megaproyecto costara q150 millones,centro comercial tendra capacidad para 60 locales y 300 parqueos,Proyectos de Infraestructura,
061822guate,deberan esperar dos meses,segun autoridades calles danadas en san jose pinula asi como rn 18 y r d6 podran ser reparadas hasta agosto,Proyectos de Infraestructura,
061922nacional,mas grande,fracasa primer intento de rellenar caverna en villa nueva ruta al pacifico paralizada y se agudizo el riesgo para vecinos del area,Proyectos de Infraestructura,
062022nacional, bloqueada la carretera interamericana,derrumbe en el kilometro 24 interrumpe el acceso a la capital desde occidente lluvia causa destrozos en cinco departamentos,Riesgos y Emergencias,
062022occidente,celebran corpus christi,15 mil feligreses participan en procesion y estaciones para recordar origen de la eucaristia,Religion y Tradicion,
062022centro,solemnidad al corpus christi,catolicos acompanan recorrido del santisimo y piden bendiciones,Religion y Tradicion,
062022sur,reafirman su fe,recorrido de corpus christi ruega por la paz y el bienestar de la poblacion,Religion y Tradicion,
062022norte,socavamiento,colapsa tuberia de aguas negras en barrio la 14 calle,Riesgos y Emergencias,
062022oriente,rio destruye puente,el afluente el tambor socavo estructura que conecta cabanas con el progreso,Riesgos y Emergencias,
062022guate,viven en zozobra,familias temen que correntada del rio platanitos arrastre sus viviendas en el sector petapabajo san miguel petapa,Desastres Naturales,
062122nacional,sufrido ingreso a la capital,por derrumbes y hundimientos automovilistas hacen hasta seis horas para entrar o salir de la ciudad,Riesgos y Emergencias,
062122occidente,pollo sube q3 mas,libra de pechuga cuesta q17 y con menudos q15 atribuyen aumento a precios de gasolina y concentrado,Comunidades,
062122centro,tardan mas de tres horas para pasar,viajeron y vecinos con complicaciones para movilizarse en la interamericana por derurmbes en sumpango y san lucas,Comunidades,
062122sur,nunca les hicieron caso,despues de solicitarlo durante 35 anos vecinos de san isidro arreglan la 20 avenida por su cuenta,Comunidades,
062122norte,continua en alerta,insivumeh pide precaucion a las cruces sayaxche y la libertad por saturacion de suelos,Riesgos y Emergencias,
062122oriente,suspenden visitas,hospital regional de zacapa espera disminuir contagios evitando contacto entre paciente y familiares,Seguridad y Bienestar,
062122guate,retiran obstaculos,opiniones encontradas se manifiestan por plan de ordenamiento en la via publica de san pedro ayampuc,Riesgos y Emergencias,
062222nacional,gringos al rescate,gobierno declara estado de calamidad en ocho departamentos mientras ingenieros del comando sur del ejercito de eeuu recomendaran puente a usar en hundimiento de la ruta al pacifico,Proyectos de Infraestructura,
062222occidente,4 derrumbes en 24 horas,precaucion por deslizamientos en tramo de 10 kilometros entre aldeas pojopn y fraternidad,Desastres Naturales,
062222centro,hundimiento se agranda mas,socavamiento en kilometro 74 sigue y viajeros temen que tramo carretero colapse por las lluvias,Desastres Naturales,
062222sur,ruta intransitable,tramo a caserio santa ines espera reparacion desde hace 30 anos,Comunidades,
062222norte,carretera se parte,tres aldeas en alerta por la crecida del rio motagua,Riesgos y Emergencias,
062222oriente,aun no hay paso,preocupacion de transportistas y comerciantes porque se caiga el resto del asfalto,Comunidades,
062222guate,obra de donaciones,cuarta etapa de reconstruccion del centro historico de mixco sigue con edificacion de teatro de bellas artes sin dar monto de inversion,Proyectos de Infraestructura,
062322nacional,sube el precio del maiz,el quintal aumento q50 lo que representa un duro golpe a la economia pues es la base principal de la alimentacion de la poblacion guatemalteca,Comunidades,
062322occidente,el maiz sube q50,quintal del grano cuesta q250 por baja produccion y alto costo de la gasolina,Comunidades,
062322centro,mal clima persiste,habilitan albergues por copiosas lluvias que afectan deparamentos de sacatepequez y chimaltenango,Desastres Naturales,
062322sur,tuvieron cuatro anos para arreglarlo,agujero se amplio hasta devorar dos carrilers en caserio santo domingo,Riesgos y Emergencias,
062322norte,acribillan a comerciante,se cree que era extorsionado,Criminalidad y Violencia,
062322oriente,podria quedar soterrada,tras el derrumbe de un paredon de tierra en el km 182 ruta podria perderse completamente,Riesgos y Emergencias,
062322guate,temen al invierno,aguaceros aumentan el riesgo de deslaves en los asentamientos monemoria y otras localidades de villa canales,Desastres Naturales,
062422nacional,encuentran nueva caverna,descubren otra cueva bajo la carretera al pacifico,Comunidades,
062422occidente,la feria esta de vuelta,hoy empiezan festejos en honor a san pedro apostol habra procesion conciertos y mas,Comunidades,
062422centro,vuelven a robar,delincuentes sustraen utensilios de cocina microondas y equipo de sonido de escuela,Delincuencia,
062422sur,temor por asaltos,vendedores y choferes de buses son victimas de robos en el caserio santa ines,Delincuencia,
062422norte,motagua alcanza 45 viviendas,crecimiento del rio afecta las aldeas cacao frontera y mojanales,Proyectos de Infraestructura,
062422oriente,dragan los limones,trabajan la quebrada tras la crecida que afecto a siete familias esta semana,Riesgos y Emergencias,
062422guate,quieren dejar plaza sin ventas,municipalidad de san pedro ayampuc habilita nuevo mercado y comerciantes se niegan al traslado,Comunidades,
062522nacional,devastacion,las lluvias en el pais han dejado puentes destruidos casas inundadas y pasos cerrados asi se observan desde el cielo los danos en todo el territorio,Riesgos y Emergencias,
062522occidente,arrancan festejos,con alegorico desfile empieza la feria en honor a san pedro apostol,Religion y Tradicion,
062522guate,celebran con jubilo,devocion a san juan bautista empezo en la aldea estancia grande donde se construyo la primera iglesia de san juan sacatepequez,Religion y Tradicion,
062622nacional,caen los cucules,la policia los persiguio por 4 kilometros en la autopista a puerto quetzal y al coparlos les decomiso fusiles ar 15 y ak 47,Delincuencia,
062722nacional,vendedora atropellada,conducia ebrio e impacto contra familia,Accidentes Viales,
062722occidente,transitan en lodo y baches,transportistas podrian bloquear ruta a frontera la mesilla si no reparan 53 km en mal estado,Accidentes Viales,
062722centro,inundacion afecta a las zonas 1 y 5,vecinos de los sectores a b y c de la colonia alameda sufren por las anegaciones,Desastres Naturales,
062722sur,flotaba en el suchiate,balseros se sorprenden al hallar cadaver en el rio,Accidentes y Tragedias,
062722norte,temen quedar bajo el agua,habitantes de cinco comunidades de morales piden que se construyan gaviones para contener el rio motagua,Riesgos y Emergencias,
062722oriente,la identifican por el pelo,cuerpo a medio devorar por zopilotes coincide con descripcion de menor desaparecida hace diez dias,Criminalidad y Violencia,
062722guate,abunda basura,piden denunciar a quienes tiren desechos en lugares prohibidos para evitar la contaminacion y las inundaciones en villa canales,Comunidades,
062822nacional,macheteados por defender a su hija,padres resultan heridos en brazos y rostro cuando evitan que dos hombres la violaran,Criminalidad y Violencia,
062822occidente,conciertazo en el parque,2 mil personas bailan al ritmo del grupo rana y otros artistas en feria patronal,Comunidades,
062822centro,agua se filtra en 12 aulas,maestros piden se repare el techo del plantel ya que las clases interrumpen cuando llueve,Educacion,
062822sur,lluvia dana la calle principal,dos kilometros de calle del caserio monterrey presentan hundimientos,Comunidades,
062822norte,colapsan biobardas,limpian rio motagua para evitar que bahia de amatique se contamine mas,Comunidades,
062822oriente,le hacen a un lado,derrumbe de gran magnitud en el km 187 de san juan ermita dificulta el transito en ambos sentidos y solo un carril esta habilitado,Desastres Naturales,
062822guate,vias olvidadas,los agujeros complican el transito en el sector de la colonia prados de villa hermosa san migual petapa,Comunidades,
062922nacional,tragedia al menos 7 guatemaltecos entre las victimas,el ultimo dato contabiliza 51 migrantes que murieron asfixiados por el calor sin agua y rociados de consome,Internacional,
062922occidente,arrollan a marimbista,don nicolas choz exmiembro de la marimba de patachaj iba caminando en la orilla de la carretera,Accidentes Viales,
062922centro,en el olvido desde hace 40 anos,pobladores de la alameda sufren por el polvo y el lodo,Comunidades,
062922sur,ruta a la frontera en abandono,carretera con baches afecta la movilidad de 10 mil vehiculos por dia entre catarina y malacatan,Comunidades,
062922norte,50 anos sin agua,machacas veracruz y las flores tendran acceso al servicio,Comunidades,
062922oriente,se defiende de emboscada,tres heridos fue el resultado de un ataque armado en tramo que conecta a aldea shusho medio y shusho arriba,Accidentes y Tragedias,
062922guate,demandan drenajes con urgencia,vecinos se preocupan por contaminacion que generan las fosas septicas en lo de coy mixco,Comunidades,
063022nacional,vamos al mundial,guatemala vence a mexico y se clasifica a su segunda copa del mundo en la historia,Deporte,
063022occidente,conciertazo en la feria,6 mil personas cantan a todo pulmon en presentacion de bohemia suburbana,Comunidades,
063022centro,estan de fiesta,san pedro las huertas celebra feria y catolicos piden a patron por el cese de la pandemia,Comunidades,
063022sur,arrollan a dos menores de edad,conductor se da a la fuga luego de embestirlos,Accidentes Viales,
063022norte,18 kilometros en el abandono,exigen que retomen proyecto de balasto en 12 comunidades,Comunidades,
063022oriente,ensucian el rio,inconscientes usan caudal de afluente san jose como basurero clandestino,Comunidades,
063022guate,reciben ofertas,concurso esta abierto a empresas interesadas en construir el puente belice ii que pretende agilizar el accesoy salida a la ruta al atlantico,Proyectos de Infraestructura,
070122nacional,aparecen los payasitos,en paz descanses hermanos migrantes,Accidentes y Tragedias,
070122guate,sufren por contaminacion,toneladas de desechos solidos arrastra el rio las vacas hacia la jurisdiccion de chinautla donde se sepulta la esperanza de vivir en mejores condiciones,Comunidades,
070122norte,seguiran bloqueos,exigen proyectos de mejoramiento vial en 12 comunidades,Comunidades,
070122sur,cae de tejado,trabajador cayÃ³ de un tejado de una construcciÃ³n al levantar un bote de concreto,Accidentes y Tragedias,
070122oriente,impacto mortal,motorista muere tras embestir a mujer que iba en bicicleta,Accidentes Viales,
070122occidente,erridacan mariguana,destruyen 37 mil matas en momostenango valoradas en Q14 millones,Comunidades,
070122centro,confirman feria patronal,celebraciones en honor a santiago apostol empiezan hoy con presentacion del ballet folklorico del inguat,Religion y Tradicion,
070222nacional,charquito y chispita mueren estrangulados,"en medio de amenazas por atentar  en los velorios, familiares despiden a artistas y piden justicia para esclarecer el caso",Accidentes y Tragedias,
